"User","Location","Date of Review","Review Title","Review"
"Lynard M","Las Pinas, Philippines","August 24, 2014","nicer than manila zoo","since i love animals, i have no issues at all. you better see it for yourself, appreciation is something to consider"
"MayaLauren","QC, Phils","August 22, 2014","Well-kept croc zoo","Well-kept grounds. You can see crocs in diff stages (small ones from the time they are hatched and full-grown ones). We tried the croc burger, per my husband's prodding. So you might as well try too in case you decide to drop by."
"Tony P","Cairns, Australia","August 15, 2014","Fun for All the Family","Great mix of attractions from our young child, to us and to mama also. Fun interactive shows, and a good variety of animals and reptiles. Well priced happy family fun"
"shellyespinelli"," "," "," "," "
"Manila, Philippines","Manila, Philippines","August 12, 2014","Okay place","The place was ok but i think the animals can use more care. The cages looked like it needs maintenance The souvenir shop though is great. Loved the coffee they sell there."
"Rouella Grace L","Cebu city","July 11, 2014","The fun and excitement","It was my first time to go Davao, and by exploring the place It makes me really amazed by how the city keep its nature wild life last. It was great to visit the place and though I experience eating the first time ever crocodile strawberry ice-cream. It taste good as well :)"
"HappycamperCebuCity","Cebu City","July 8, 2014","You can fed the crocs by yourself","It was a nice experience to have a fed a crocodile. A nice place to relax and it is clean, too. The staff are friendly."
"trustingod","Syracuse, New York","July 1, 2014","Relaxing place to visit.","About the olny down side to this place is much of the cages are just to small for the animals. Other than that it is a very nice place to visit. It is clean (by Philippine standards) and you get to feed a few of the animals and even hold a giant boa constrictor. They have a small but nice gift shop and when I was there you could also get something to eat and drink."
"Noel S","Blackburn, Australia","June 12, 2014","dont bother going there, poor","The crocodiles are not able to be free to roam, locked up with 100s in a small cage. The orangutan cage made me cry, did not take any photos"
"AprilCamias","San Pedro, Philippines","June 11, 2014","Enjoy the shows","The place was just like the typical zoos in Manila or Crocodile Park in Palawan, but what most tourists are attracted was the shows conducted by their so-called ""Ambassadors of Nature"" Me and my friends enjoy the show given by these ambassadors of the nature. We're like kids who are clapping and really laugh with the acts that these animals made."
"oyemaria","Manila, Philippines","June 3, 2014","they serve roasted crocodiles here!","we visited here May 2014.   against my will, i gave it a try to visit the place to kill time. I am against animal captivity but my friend was insisting so we dropped by.   before we could even park the car, i couldn't believe what i saw. they are roasting crocodiles and serve it to guests who want to try it. it blew my mind! and by the way, they also have crocodile flavored ice cream and they sell crocodile meat too.   they keep the surroundings clean but i really pity animals in captivity. those birds that are kept in chains, i can almost hear them say ""what should i do with these wings?""   There's a huge crocodile in the pool. alone, maybe dying of boredom too!   well if you want to give it a try, entrance is at Php200 when we were there. just a small park actually."
"GraceSanJuan","San Juan","May 15, 2014","Go early","Taxi driver assured us it was still open (7:30p.m.) When we arrived it was closed, had to return back to resort (waste of money), they close at 5p.m...Dont believe taxi cab drivers- not all are honest."
"JuliaJav","Bacolod, Philippines","May 11, 2014","Great Place for kids","Entrance fee is 200 pesos per person and you get to see 3 attractions: Crocodile Park, Tribu Kamindanawan and Butterfly House. The Park was quite fun for the kids since they got to see other animals aside from crocodiles. There were ostriches, birds, peacocks, snakes, eagles, monkeys etc. They even got to touch the birds & snakes and feed the crocodiles. The place is quite hot when we got there at around 10:30am. Nothing much to see though at the other 2 attractions. We skipped going to the Butterfly House since it was far and small anyway."
"zenizen111"," "," "," "," "
"Quezon City, Philippines","Quezon City, Philippines","May 9, 2014","Its a nice animal park","The crocodile park is actually an animal park. Aside from the crocodiles, other animals are on display on cages such as birds, ostrich,,snakes and monkeys. There are also stuffed animals on display. The crocodiles are still the stars of the park. There are young and adult crocodiles, small and big crocodiles. There are burger kiosk and souvenir store at the entrance. bringing an umbrella is a must for the visit as protection for the sun or the rain. There are no trees or shady areas in between cages. The park staff are friendly and helpful. Souvenir items are also affordable. This is an recommended for educational trip and for those who love nature."
